school_id,course
1,SOSCI 440
1,SOSCI 760
1,SOSCI 680
1,SOSCI 490
1,SOSCI 200
1,SOSCI 310
1,SOSCI 600
1,SOSCI 110
1,SOSCI 790
1,SOSCI 540
1,SOSCI 610
1,SOSCI 320
1,SOSCI 330
1,SOSCI 700
1,LAT 470
1,LAT 290
1,LAT 730
1,LAT 530
1,LAT 540
1,LAT 140
1,LAT 350
1,LAT 620
1,LAT 720
1,LAT 170
1,LAT 680
1,LAT 580
1,LAT 700
1,LAT 410
1,LAT 250
1,LAT 780
1,LAT 390
1,LAT 490
1,LAT 300
1,LAT 480
1,LAT 690
1,LAT 740
1,LAT 380
1,LAT 500
1,LAT 550
1,LAT 320
1,LAT 100
1,LAT 370
1,LAT 640
1,LAT 310
1,LAT 450
1,LAT 590
1,LAT 670
1,LAT 440
1,LAT 130
1,LAT 160
1,LAT 660
1,LAT 420
1,LAT 150
1,PORTG 290
1,PORTG 240
1,PORTG 700
1,PORTG 230
1,PORTG 410
1,PORTG 710
1,PORTG 370
1,PORTG 540
1,PORTG 780
1,PORTG 190
1,PORTG 120
1,PORTG 320
1,PORTG 300
1,PORTG 150
1,PORTG 650
1,PORTG 580
1,PORTG 170
1,PORTG 530
1,PORTG 610
1,PORTG 670
1,PORTG 340
1,PORTG 460
1,PORTG 550
1,PORTG 430
1,PORTG 270
1,PORTG 440
1,PORTG 400
1,PORTG 750
1,PORTG 160
1,PORTG 740
1,PORTG 360
1,PORTG 510
1,PORTG 260
1,PORTG 730
1,PORTG 200
1,PORTG 480
1,PORTG 470
1,PORTG 590
1,SPAN 120
1,SPAN 610
1,SPAN 700
1,SPAN 750
1,SPAN 480
1,SPAN 490
1,SPAN 200
1,SPAN 220
1,SPAN 580
1,SPAN 340
1,SPAN 470
1,SPAN 520
1,SPAN 420
1,SPAN 660
1,SPAN 260
1,SPAN 590
1,SPAN 410
1,SPAN 360
1,SPAN 280
1,SPAN 210
1,SPAN 690
1,SPAN 500
1,SPAN 400
1,SPAN 450
1,SPAN 570
1,SPAN 460
1,SPAN 350
1,SPAN 440
1,SPAN 320
1,SPAN 600
1,SPAN 620
1,SPAN 540
1,TRNS 300
1,TRNS 500
1,TRNS 780
1,TRNS 490
1,TRNS 740
1,TRNS 610
1,TRNS 750
1,TRNS 420
1,TRNS 620
1,TRNS 550
1,TRNS 430
1,TRNS 640
1,TRNS 540
1,TRNS 660
1,TRNS 230
1,TRNS 380
1,TRNS 270
1,TRNS 760
1,TRNS 320
1,TRNS 730
1,TRNS 440
1,TRNS 360
1,SPED 410
1,SPED 290
1,SPED 270
1,SPED 630
1,SPED 550
1,SPED 720
1,SPED 230
1,SPED 600
1,SPED 710
1,SPED 680
1,SPED 310
1,SPED 120
1,SPED 280
1,SPED 220
1,SPED 740
1,SPED 620
1,SPED 750
1,SPED 210
1,SPED 440
1,SPED 660
1,SPED 760
1,SPED 170
1,SPED 340
1,SPED 200
1,SPED 540
1,SPED 500
1,SPED 730
1,SPED 590
1,SPED 640
1,SPED 100
1,SPED 560
1,SPED 670
1,SPED 180
1,SPED 510
1,LING 370
1,LING 550
1,LING 690
1,LING 150
1,LING 650
1,LING 160
1,LING 340
1,LING 400
1,LING 560
1,LING 660
1,LING 770
1,LING 110
1,LING 440
1,LING 280
1,LING 570
1,LING 140
1,LING 510
1,LING 590
1,LING 450
1,LING 220
1,LING 750
1,LING 710
1,LING 210
1,LING 480
1,LING 380
1,LING 580
1,LING 190
1,CHEM 390
1,CHEM 350
1,CHEM 120
1,CHEM 590
1,CHEM 610
1,CHEM 450
1,CHEM 420
1,CHEM 760
1,CHEM 770
1,CHEM 530
1,CHEM 690
1,CHEM 470
1,CHEM 230
1,CHEM 700
1,CHEM 650
1,CHEM 640
1,CHEM 720
1,CHEM 110
1,CHEM 410
1,CHEM 670
1,CHEM 500
1,CHEM 730
1,CHEM 580
1,CHEM 460
1,CHEM 270
1,CHEM 290
1,CHEM 300
1,CHEM 750
1,CSCI 680
1,CSCI 390
1,CSCI 290
1,CSCI 110
1,CSCI 270
1,CSCI 510
1,CSCI 130
1,CSCI 100
1,CSCI 770
1,CSCI 310
1,CSCI 250
1,CSCI 340
1,CSCI 460
1,CSCI 370
1,CSCI 470
1,CSCI 300
1,CSCI 440
1,CSCI 490
1,CSCI 670
1,CSCI 380
1,CSCI 420
1,CSCI 280
1,CSCI 500
1,CSCI 790
1,CSCI 540
1,CSCI 170
1,CSCI 220
1,CSCI 720
1,BUS 580
1,BUS 700
1,BUS 160
1,BUS 750
1,BUS 200
1,BUS 540
1,BUS 670
1,BUS 240
1,BUS 600
1,BUS 120
1,BUS 420
1,BUS 430
1,BUS 180
1,BUS 190
1,BUS 530
1,BUS 340
1,BUS 690
1,BUS 320
1,BUS 680
1,BUS 390
1,BUS 410
1,BUS 220
1,BUS 350
1,BUS 100
1,BUS 590
1,BUS 730
1,BUS 250
1,BUS 610
1,BUS 520
1,BUS 770
1,BUS 400
1,BUS 660
1,BUS 500
1,ASTRO 480
1,ASTRO 200
1,ASTRO 580
1,ASTRO 740
1,ASTRO 570
1,ASTRO 520
1,ASTRO 650
1,ASTRO 300
1,ASTRO 210
1,ASTRO 690
1,ASTRO 100
1,ASTRO 110
1,ASTRO 280
1,ASTRO 720
1,ASTRO 750
1,ASTRO 140
1,ASTRO 640
1,ASTRO 290
1,ASTRO 560
1,ASTRO 490
1,ASTRO 440
1,ASTRO 700
1,ASTRO 320
1,ASTRO 400
1,ASTRO 120
1,ASTRO 710
1,ASTRO 370
1,ASTRO 730
1,ASTRO 630
1,ASTRO 610
1,ASTRO 460
1,ASTRO 510
1,ASTRO 350
1,ASTRO 410
1,ASTRO 240
1,ASTRO 340
1,ASTRO 620
1,ASTRO 230
1,GRMN 530
1,GRMN 740
1,GRMN 760
1,GRMN 680
1,GRMN 490
1,GRMN 420
1,GRMN 230
1,GRMN 200
1,GRMN 520
1,GRMN 430
1,GRMN 700
1,GRMN 370
1,GRMN 330
1,GRMN 120
1,GRMN 320
1,GRMN 300
1,GRMN 210
1,GRMN 640
1,GRMN 280
1,GRMN 140
1,GRMN 450
1,GRMN 160
1,GRMN 400
1,GRMN 510
1,GRMN 270
1,GRMN 150
1,DANC 540
1,DANC 670
1,DANC 640
1,DANC 620
1,DANC 550
1,DANC 170
1,DANC 390
1,DANC 750
1,DANC 630
1,DANC 130
1,DANC 400
1,DANC 690
1,DANC 210
1,DANC 520
1,DANC 100
1,DANC 430
1,DANC 660
1,DANC 760
1,DANC 440
1,DANC 160
1,DANC 450
1,DANC 180
1,DANC 370
1,DANC 460
1,DANC 420
1,DANC 560
1,DANC 300
1,DANC 700
1,DANC 650
1,DANC 770
1,DANC 730
1,DANC 290
1,DANC 140
1,MEDIA 610
1,MEDIA 520
1,MEDIA 470
1,MEDIA 320
1,MEDIA 140
1,MEDIA 650
1,MEDIA 760
1,MEDIA 490
1,MEDIA 590
1,MEDIA 360
1,MEDIA 790
1,MEDIA 130
1,MEDIA 270
1,MEDIA 160
1,MEDIA 210
1,MEDIA 640
1,MEDIA 450
1,MEDIA 240
1,MEDIA 600
1,MEDIA 630
1,MEDIA 120
1,MEDIA 770
1,MEDIA 410
1,MEDIA 730
1,MEDIA 340
1,MEDIA 230
1,MEDIA 110
1,MEDIA 350
1,MEDIA 500
1,MEDIA 550
1,MEDIA 380
1,MEDIA 300
1,MEDIA 260
1,MEDIA 150
1,MEDIA 620
1,RUSS 160
1,RUSS 600
1,RUSS 550
1,RUSS 510
1,RUSS 400
1,RUSS 670
1,RUSS 110
1,RUSS 280
1,RUSS 430
1,RUSS 520
1,RUSS 650
1,RUSS 250
1,RUSS 340
1,RUSS 750
1,RUSS 170
1,RUSS 210
1,RUSS 420
1,RUSS 260
1,RUSS 560
1,RUSS 300
1,RUSS 540
1,RUSS 150
1,RUSS 140
1,RUSS 470
1,RUSS 640
1,RUSS 620
1,RUSS 120
1,RUSS 320
1,RUSS 130
1,BIOL 780
1,BIOL 220
1,BIOL 640
1,BIOL 260
1,BIOL 560
1,BIOL 620
1,BIOL 730
1,BIOL 280
1,BIOL 650
1,BIOL 450
1,BIOL 130
1,BIOL 380
1,BIOL 510
1,BIOL 740
1,BIOL 460
1,BIOL 690
1,BIOL 440
1,BIOL 710
1,BIOL 330
1,BIOL 120
1,BIOL 410
1,BIOL 250
1,BIOL 240
1,BIOL 270
1,BIOL 400
1,PSYCH 640
1,PSYCH 530
1,PSYCH 430
1,PSYCH 370
1,PSYCH 270
1,PSYCH 620
1,PSYCH 130
1,PSYCH 280
1,PSYCH 710
1,PSYCH 490
1,PSYCH 700
1,PSYCH 440
1,PSYCH 340
1,PSYCH 420
1,PSYCH 770
1,PSYCH 180
1,PSYCH 610
1,PSYCH 410
1,PSYCH 780
1,PSYCH 150
1,PSYCH 100
1,ACC 250
1,ACC 520
1,ACC 620
1,ACC 630
1,ACC 280
1,ACC 140
1,ACC 650
1,ACC 370
1,ACC 670
1,ACC 110
1,ACC 300
1,ACC 680
1,ACC 770
1,ACC 350
1,ACC 190
1,ACC 640
1,ACC 290
1,ACC 340
1,ACC 420
1,ACC 590
1,ACC 700
1,ACC 750
1,ACC 660
1,ACC 150
1,ACC 510
1,ACC 360
1,ACC 220
1,ACC 430
1,SOC 780
1,SOC 650
1,SOC 470
1,SOC 200
1,SOC 610
1,SOC 290
1,SOC 110
1,SOC 250
1,SOC 120
1,SOC 130
1,SOC 700
1,SOC 340
1,SOC 240
1,SOC 730
1,SOC 410
1,SOC 380
1,SOC 720
1,SOC 600
1,SOC 400
1,SOC 310
1,SOC 630
1,SOC 500
1,SOC 100
1,SOC 580
1,SOC 350
1,SOC 190
1,HMBIO 780
1,HMBIO 180
1,HMBIO 510
1,HMBIO 670
1,HMBIO 750
1,HMBIO 550
1,HMBIO 290
1,HMBIO 500
1,HMBIO 470
1,HMBIO 570
1,HMBIO 140
1,HMBIO 400
1,HMBIO 210
1,HMBIO 600
1,HMBIO 250
1,HMBIO 340
1,HMBIO 120
1,HMBIO 760
1,HMBIO 430
1,HMBIO 450
1,HMBIO 770
1,HMBIO 540
1,HMBIO 690
1,HMBIO 740
1,HMBIO 360
1,HMBIO 160
1,HMBIO 580
1,HMBIO 790
1,HMBIO 480
1,HMBIO 220
1,HMBIO 640
1,HMBIO 330
1,HMBIO 310
1,HMBIO 320
1,HMBIO 390
1,HMBIO 130
1,WGS 560
1,WGS 120
1,WGS 570
1,WGS 340
1,WGS 370
1,WGS 760
1,WGS 230
1,WGS 170
1,WGS 490
1,WGS 510
1,WGS 200
1,WGS 500
1,WGS 440
1,WGS 670
1,WGS 410
1,WGS 300
1,WGS 190
1,WGS 660
1,WGS 580
1,WGS 320
1,WGS 100
1,WGS 390
1,WGS 630
1,WGS 470
1,WGS 700
1,WGS 270
1,WGS 380
1,WGS 690
1,WGS 360
1,RELG 220
1,RELG 360
1,RELG 510
1,RELG 300
1,RELG 720
1,RELG 290
1,RELG 640
1,RELG 460
1,RELG 180
1,RELG 520
1,RELG 320
1,RELG 160
1,RELG 120
1,RELG 450
1,RELG 100
1,RELG 350
1,RELG 790
1,RELG 470
1,RELG 480
1,RELG 230
1,RELG 740
1,RELG 280
1,RELG 670
1,RELG 400
1,ITAL 340
1,ITAL 190
1,ITAL 590
1,ITAL 750
1,ITAL 500
1,ITAL 530
1,ITAL 350
1,ITAL 460
1,ITAL 250
1,ITAL 470
1,ITAL 420
1,ITAL 100
1,ITAL 560
1,ITAL 690
1,ITAL 730
1,ITAL 740
1,ITAL 510
1,ITAL 370
1,ITAL 170
1,ITAL 630
1,ITAL 780
1,ITAL 320
1,ITAL 790
1,ITAL 710
1,ITAL 760
1,ITAL 270
1,MATH 200
1,MATH 500
1,MATH 520
1,MATH 330
1,MATH 100
1,MATH 640
1,MATH 380
1,MATH 760
1,MATH 620
1,MATH 790
1,MATH 120
1,MATH 740
1,MATH 230
1,MATH 670
1,MATH 590
1,MATH 750
1,MATH 460
1,MATH 570
1,MATH 510
1,MATH 240
1,MATH 350
1,MATH 420
1,MATH 660
1,MATH 550
1,MATH 580
1,MATH 610
1,MATH 720
1,MATH 770
1,MATH 710
1,MATH 700
1,MATH 290
1,MATH 180
1,MATH 490
1,MATH 360
1,MATH 220
1,MATH 470
1,MATH 410
1,PHYS 230
1,PHYS 780
1,PHYS 720
1,PHYS 290
1,PHYS 580
1,PHYS 700
1,PHYS 240
1,PHYS 210
1,PHYS 620
1,PHYS 200
1,PHYS 250
1,PHYS 560
1,PHYS 400
1,PHYS 500
1,PHYS 410
1,PHYS 320
1,PHYS 660
1,PHYS 530
1,PHYS 380
1,PHYS 690
1,PHYS 430
1,PHYS 490
1,PHYS 190
1,PHYS 710
1,PHYS 770
1,PHYS 110
1,PHYS 170
1,PHYS 220
1,PHYS 420
1,PHYS 370
1,PHYS 330
1,PHYS 270
1,PHYS 520
1,PHYS 120
1,PHYS 680
1,PHYS 730
1,PHYS 280
1,PHYS 390
1,PHYS 600
1,PHYS 140
1,SCI 260
1,SCI 630
1,SCI 590
1,SCI 560
1,SCI 620
1,SCI 270
1,SCI 170
1,SCI 220
1,SCI 310
1,SCI 280
1,SCI 760
1,SCI 740
1,SCI 210
1,SCI 230
1,SCI 420
1,SCI 490
1,SCI 160
1,SCI 320
1,SCI 300
1,SCI 290
1,SCI 100
1,SCI 780
1,JEWS 560
1,JEWS 740
1,JEWS 470
1,JEWS 450
1,JEWS 260
1,JEWS 780
1,JEWS 660
1,JEWS 490
1,JEWS 570
1,JEWS 170
1,JEWS 290
1,JEWS 320
1,JEWS 340
1,JEWS 770
1,JEWS 270
1,JEWS 590
1,JEWS 190
1,JEWS 720
1,JEWS 460
1,JEWS 210
1,JEWS 520
1,JEWS 630
1,JEWS 350
1,JEWS 330
1,JEWS 710
1,JEWS 550
1,EGN 790
1,EGN 500
1,EGN 260
1,EGN 770
1,EGN 670
1,EGN 370
1,EGN 150
1,EGN 650
1,EGN 230
1,EGN 190
1,EGN 160
1,EGN 310
1,EGN 760
1,EGN 560
1,EGN 390
1,EGN 440
1,EGN 780
1,EGN 120
1,EGN 530
1,EGN 540
1,EGN 710
1,EGN 360
1,EGN 570
1,EGN 130
1,EGN 450
1,EGN 340
1,EGN 620
1,EGN 720
1,EGN 350
1,EGN 280
1,MLS 130
1,MLS 560
1,MLS 250
1,MLS 640
1,MLS 750
1,MLS 260
1,MLS 700
1,MLS 580
1,MLS 370
1,MLS 550
1,MLS 340
1,MLS 100
1,MLS 150
1,MLS 790
1,MLS 670
1,MLS 610
1,MLS 310
1,MLS 160
1,MLS 760
1,MLS 680
1,MLS 620
1,MLS 440
1,MLS 190
1,MLS 650
1,MLS 740
1,MLS 590
1,MLS 570
1,MLS 630
1,MLS 240
1,MLS 180
1,MLS 770
1,MLS 530
1,MLS 690
1,MLS 230
1,MLS 380
1,MLS 500
1,MLS 600
1,MLS 420
1,MLS 720
1,MLS 120
1,FILM 400
1,FILM 260
1,FILM 450
1,FILM 470
1,FILM 590
1,FILM 550
1,FILM 710
1,FILM 430
1,FILM 500
1,FILM 360
1,FILM 350
1,FILM 490
1,FILM 220
1,FILM 250
1,FILM 330
1,FILM 280
1,FILM 370
1,FILM 750
1,FILM 740
1,FILM 300
1,FILM 200
1,FILM 310
1,FILM 580
1,FILM 170
1,FILM 140
1,FILM 520
1,FILM 110
1,FILM 270
1,FILM 180
1,ART 460
1,ART 500
1,ART 480
1,ART 610
1,ART 380
1,ART 250
1,ART 350
1,ART 170
1,ART 580
1,ART 200
1,ART 440
1,ART 300
1,ART 190
1,ART 270
1,ART 750
1,ART 790
1,ART 280
1,ART 140
1,ART 620
1,ART 420
1,ART 100
1,ART 600
1,ART 160
1,ART 570
1,ART 230
1,ART 740
1,ART 550
1,ART 690
1,ART 210
1,ART 490
1,ART 220
1,ART 680
1,ART 370
1,ART 650
1,ART 410
1,ART 760
1,POLSCI 330
1,POLSCI 610
1,POLSCI 550
1,POLSCI 700
1,POLSCI 160
1,POLSCI 200
1,POLSCI 590
1,POLSCI 190
1,POLSCI 600
1,POLSCI 390
1,POLSCI 260
1,POLSCI 500
1,POLSCI 570
1,POLSCI 560
1,POLSCI 680
1,POLSCI 750
1,POLSCI 300
1,POLSCI 710
1,POLSCI 240
1,POLSCI 380
1,POLSCI 640
1,POLSCI 540
1,POLSCI 230
1,POLSCI 130
1,POLSCI 120
1,FREN 160
1,FREN 750
1,FREN 640
1,FREN 690
1,FREN 130
1,FREN 240
1,FREN 210
1,FREN 400
1,FREN 100
1,FREN 270
1,FREN 140
1,FREN 110
1,FREN 320
1,FREN 560
1,FREN 520
1,FREN 460
1,FREN 180
1,FREN 650
1,FREN 360
1,FREN 770
1,FREN 120
1,FREN 430
1,FREN 670
1,FREN 590
1,FREN 470
1,FREN 200
1,FREN 480
1,FREN 510
1,FREN 290
1,FREN 390
1,FREN 540
1,FREN 220
1,FREN 660
1,FREN 760
1,FREN 340
1,FREN 600
1,PUPOL 260
1,PUPOL 450
1,PUPOL 440
1,PUPOL 540
1,PUPOL 350
1,PUPOL 530
1,PUPOL 500
1,PUPOL 560
1,PUPOL 630
1,PUPOL 640
1,PUPOL 110
1,PUPOL 380
1,PUPOL 790
1,PUPOL 460
1,PUPOL 710
1,PUPOL 730
1,PUPOL 780
1,PUPOL 370
1,PUPOL 240
1,PUPOL 100
1,PUPOL 130
1,PUPOL 140
1,PUPOL 270
1,PUPOL 390
1,PUPOL 610
1,PUPOL 310
1,PUPOL 150
1,PUPOL 580
1,ENGL 550
1,ENGL 110
1,ENGL 450
1,ENGL 600
1,ENGL 240
1,ENGL 210
1,ENGL 160
1,ENGL 530
1,ENGL 180
1,ENGL 290
1,ENGL 570
1,ENGL 610
1,ENGL 690
1,ENGL 520
1,ENGL 770
1,ENGL 340
1,ENGL 660
1,ENGL 490
1,ENGL 220
1,ENGL 300
1,ENGL 790
1,ENGL 100
1,ENGL 200
1,ENGL 500
1,ENGL 370
1,ENGL 470
1,ENGL 360
1,ENGL 620
1,ENGL 190
1,ENGL 640
1,ENGL 780
1,ENGL 540
1,ENGL 740
1,ENGL 560
1,ENGL 230
1,POL 420
1,POL 150
1,POL 270
1,POL 240
1,POL 620
1,POL 120
1,POL 280
1,POL 330
1,POL 540
1,POL 460
1,POL 690
1,POL 220
1,POL 730
1,POL 400
1,POL 630
1,POL 700
1,POL 230
1,POL 660
1,POL 550
1,POL 360
1,POL 190
1,POL 490
1,GRK 760
1,GRK 580
1,GRK 660
1,GRK 630
1,GRK 240
1,GRK 520
1,GRK 100
1,GRK 420
1,GRK 500
1,GRK 490
1,GRK 680
1,GRK 530
1,GRK 670
1,GRK 300
1,GRK 160
1,GRK 150
1,GRK 340
1,GRK 350
1,GRK 550
1,GRK 510
1,GRK 330
1,GRK 130
1,GRK 690
1,GRK 170
1,GRK 590
1,GRK 190
1,GRK 640
1,GRK 220
1,GRK 570
1,JPN 630
1,JPN 340
1,JPN 760
1,JPN 570
1,JPN 620
1,JPN 610
1,JPN 580
1,JPN 360
1,JPN 540
1,JPN 660
1,JPN 400
1,JPN 700
1,JPN 380
1,JPN 420
1,JPN 470
1,JPN 720
1,JPN 230
1,JPN 260
1,JPN 440
1,JPN 740
1,JPN 240
1,JPN 100
1,JPN 290
1,JPN 600
1,JPN 120
1,JPN 780
1,JPN 350
1,JPN 220
1,JPN 320
1,JPN 770
1,JPN 250
1,JPN 560
1,JPN 500
1,HIST 100
1,HIST 380
1,HIST 770
1,HIST 540
1,HIST 430
1,HIST 660
1,HIST 280
1,HIST 740
1,HIST 320
1,HIST 640
1,HIST 270
1,HIST 680
1,HIST 750
1,HIST 290
1,HIST 590
1,HIST 340
1,HIST 220
1,HIST 360
1,HIST 550
1,HIST 720
1,HIST 780
1,HIST 440
1,HIST 630
1,HIST 250
1,HIST 190
1,HIST 610
1,HIST 170
1,HIST 420
1,HIST 370
1,HIST 470
1,NURS 370
1,NURS 690
1,NURS 130
1,NURS 390
1,NURS 190
1,NURS 160
1,NURS 730
1,NURS 420
1,NURS 290
1,NURS 400
1,NURS 350
1,NURS 210
1,NURS 270
1,NURS 150
1,NURS 530
1,NURS 260
1,NURS 280
1,NURS 500
1,NURS 620
1,NURS 540
1,NURS 110
1,NURS 560
1,NURS 220
1,NURS 200
1,NURS 740
1,NURS 440
1,NURS 470
1,NURS 520
1,NURS 760
1,NURS 640
1,NURS 600
1,NURS 720
1,NURS 770
1,URBN 660
1,URBN 310
1,URBN 780
1,URBN 600
1,URBN 540
1,URBN 170
1,URBN 760
1,URBN 210
1,URBN 640
1,URBN 120
1,URBN 510
1,URBN 340
1,URBN 630
1,URBN 490
1,URBN 770
1,URBN 320
1,URBN 620
1,URBN 360
1,URBN 140
1,URBN 590
1,URBN 130
1,URBN 440
1,URBN 500
1,URBN 220
1,URBN 530
1,URBN 350
1,URBN 520
1,URBN 270
1,URBN 260
1,URBN 700
1,THEA 160
1,THEA 670
1,THEA 180
1,THEA 220
1,THEA 390
1,THEA 320
1,THEA 650
1,THEA 560
1,THEA 630
1,THEA 260
1,THEA 270
1,THEA 750
1,THEA 340
1,THEA 230
1,THEA 250
1,THEA 530
1,THEA 470
1,THEA 480
1,THEA 620
1,THEA 100
1,THEA 780
1,THEA 660
1,THEA 460
1,THEA 240
1,THEA 590
1,THEA 420
1,THEA 140
1,THEA 450
1,THEA 200
1,THEA 170
1,THEA 280
1,THEA 690
1,THEA 510
1,ANTH 600
1,ANTH 280
1,ANTH 210
1,ANTH 590
1,ANTH 430
1,ANTH 780
1,ANTH 100
1,ANTH 120
1,ANTH 740
1,ANTH 760
1,ANTH 550
1,ANTH 690
1,ANTH 170
1,ANTH 400
1,ANTH 150
1,ANTH 110
1,ANTH 490
1,ANTH 640
1,ANTH 500
1,ANTH 360
1,ANTH 310
1,ANTH 340
1,ANTH 440
1,ANTH 480
1,ANTH 560
1,ANTH 650
1,ANTH 770
1,ANTH 520
1,ANTH 390
1,ANTH 200
1,ANTH 710
1,ANTH 270
1,ANTH 470
1,ANTH 300
1,ANTH 330
1,ANTH 230
1,ANTH 220
1,ANTH 350
1,ANTH 670
2,SPAN 290
2,SPAN 630
2,SPAN 160
2,SPAN 790
2,SPAN 350
2,SPAN 170
2,SPAN 680
2,SPAN 510
2,SPAN 430
2,SPAN 490
2,SPAN 140
2,SPAN 230
2,SPAN 740
2,SPAN 560
2,SPAN 610
2,SPAN 620
2,SPAN 130
2,SPAN 300
2,SPAN 330
2,SPAN 730
2,SPAN 410
2,SPAN 600
2,SPAN 760
2,SPAN 370
2,SPAN 780
2,SPAN 720
2,SPAN 520
2,SPAN 190
2,SPAN 700
2,SPAN 210
2,SPAN 380
2,SPAN 280
2,SPAN 570
2,SPAN 470
2,JPN 130
2,JPN 580
2,JPN 510
2,JPN 480
2,JPN 690
2,JPN 360
2,JPN 210
2,JPN 710
2,JPN 610
2,JPN 220
2,JPN 500
2,JPN 770
2,JPN 650
2,JPN 620
2,JPN 430
2,JPN 260
2,JPN 400
2,JPN 330
2,JPN 600
2,JPN 410
2,JPN 660
2,JPN 530
2,JPN 190
2,JPN 300
2,JPN 420
2,JPN 160
2,JPN 540
2,JPN 440
2,JPN 120
2,JPN 720
2,JPN 450
2,JPN 280
2,JPN 340
2,JPN 380
2,JPN 780
2,PHILO 190
2,PHILO 340
2,PHILO 750
2,PHILO 360
2,PHILO 760
2,PHILO 580
2,PHILO 410
2,PHILO 520
2,PHILO 490
2,PHILO 440
2,PHILO 260
2,PHILO 570
2,PHILO 310
2,PHILO 730
2,PHILO 350
2,PHILO 420
2,PHILO 320
2,PHILO 270
2,PHILO 110
2,PHILO 430
2,PHILO 460
2,PHILO 140
2,PHILO 710
2,PHILO 660
2,PHILO 610
2,PHILO 500
2,PHILO 780
2,PHILO 680
2,PHILO 230
2,PHILO 590
2,PHILO 690
2,PHILO 640
2,PHILO 720
2,PHILO 200
2,PHILO 470
2,PHILO 540
2,PHYS 100
2,PHYS 230
2,PHYS 590
2,PHYS 610
2,PHYS 620
2,PHYS 110
2,PHYS 290
2,PHYS 200
2,PHYS 640
2,PHYS 700
2,PHYS 450
2,PHYS 460
2,PHYS 580
2,PHYS 790
2,PHYS 600
2,PHYS 360
2,PHYS 510
2,PHYS 320
2,PHYS 180
2,PHYS 550
2,PHYS 520
2,PHYS 300
2,PHYS 240
2,PHYS 210
2,PHYS 400
2,PHYS 350
2,PHYS 220
2,PHYS 440
2,PHYS 740
2,PHYS 410
2,PHYS 650
2,PHYS 310
2,PHYS 710
2,PHYS 420
2,PHYS 630
2,CHEM 190
2,CHEM 730
2,CHEM 320
2,CHEM 390
2,CHEM 160
2,CHEM 110
2,CHEM 570
2,CHEM 510
2,CHEM 780
2,CHEM 310
2,CHEM 420
2,CHEM 260
2,CHEM 340
2,CHEM 170
2,CHEM 300
2,CHEM 710
2,CHEM 500
2,CHEM 290
2,CHEM 430
2,CHEM 480
2,CHEM 270
2,CHEM 550
2,CHEM 610
2,CHEM 410
2,CHEM 360
2,POL 700
2,POL 210
2,POL 180
2,POL 420
2,POL 320
2,POL 640
2,POL 110
2,POL 230
2,POL 490
2,POL 760
2,POL 360
2,POL 260
2,POL 580
